82.78,6.76,82.77,6.77,1025,12,2020,7,15,2020,8,11,0.088,27,0,6
933.58,41.36,933.57,41.37,8461.16,9,2020,7,15,2020,8,4,0.088,20,0,6
80.69,3.57,80.68,3.58,731.26,9,2020,7,15,2020,8,4,0.088,20,0,6
470.55,41.55,470.54,41.56,5862,12,2020,7,17,2020,8,15,0.088,29,0,6
429.95,28.18,429.94,28.19,3976,9,2020,7,17,2020,8,15,0.088,29,0,6
1393,60.25,1392.99,60.26,8500,6,2020,7,17,2020,8,15,0.088,29,0,6
541.67,47.83,541.66,47.84,6748,12,2020,7,17,2020,8,15,0.088,29,0,6
73.57,0.91,73.56,0.92,220.19,3,2020,7,17,2020,8,3,0.088,17,0,6
46.2,3.77,46.19,3.78,571.98,12,2020,7,17,2020,8,13,0.088,27,0,6
12.4,0.36,12.39,0.37,74.66,6,2020,7,17,2020,8,6,0.088,20,0,6
144.41,9.01,144.4,9.02,1756.19,12,2020,7,17,2020,8,7,0.088,21,0,6
2439.55,105.52,2439.54,105.53,14886,6,2020,7,17,2020,8,15,0.088,29,0,6
29.88,1.81,29.87,1.82,275,9,2020,7,17,2020,8,13,0.088,27,0,6
670.63,26.62,670.62,26.63,6051.18,9,2020,7,17,2020,8,4,0.088,18,0,6
243.04,10.13,243.03,10.14,1480.77,6,2020,7,17,2020,8,14,0.088,28,0,6
34.72,5.87,34.71,5.88,890.16,24,2020,7,17,2020,8,13,0.088,27,0,6
345.99,41.55,345.98,41.56,8500,24,2020,7,17,2020,8,6,0.088,20,0,6
2061.8,89.18,2061.79,89.19,12581,6,2020,7,17,2020,8,15,0.088,29,0,6
54.25,0.71,54.24,0.72,162.5,3,2020,7,17,2020,8,4,0.088,18,0,6
6662.02,102.66,6662.01,102.67,20000,3,2020,7,17,2020,8,7,0.088,21,0,6
149.17,30.83,171.67,8.33,4000,24,2021,1,25,2021,3,4,0.075,38,1,7
600,4.62,600,1.25,600,1,2021,1,25,2021,3,4,0.075,38,1,7
2200,16.96,2200,4.58,2200,1,2021,1,25,2021,3,4,0.075,38,1,7
44.97,14.82,55.79,4,1922,36,2021,1,25,2021,3,4,0.075,38,1,7
88.75,18.35,102.14,4.96,2380,24,2021,1,25,2021,3,4,0.075,38,1,7
14.92,3.08,17.17,0.83,400,24,2021,1,25,2021,3,4,0.075,38,1,7
111.88,23.12,128.75,6.25,3000,24,2021,1,25,2021,3,4,0.075,38,1,7
145.44,30.06,167.38,8.12,3900,24,2021,1,25,2021,3,4,0.075,38,1,7
162.62,7.71,168.25,2.08,1000,6,2021,1,25,2021,3,4,0.075,38,1,7
9.7,2,11.16,0.54,260,24,2021,1,25,2021,3,4,0.075,38,1,7
329,2.54,329,0.69,329,1,2021,1,25,2021,3,4,0.075,38,1,7
22.38,4.62,25.75,1.25,600,24,2021,1,25,2021,3,4,0.075,38,1,7
300,2.31,300,0.62,300,1,2021,1,25,2021,3,4,0.075,38,1,7
233.98,77.08,290.23,20.83,10000,36,2021,1,25,2021,3,4,0.075,38,1,7
18.65,3.85,21.46,1.04,500,24,2021,1,25,2021,3,4,0.075,38,1,7
79.05,7.71,84.68,2.08,1000,12,2021,1,25,2021,3,4,0.075,38,1,7
18.65,3.85,21.46,1.04,500,24,2021,1,25,2021,3,4,0.075,38,1,7
111.88,23.12,128.75,6.25,3000,24,2021,1,25,2021,3,4,0.075,38,1,7
182.14,8.63,188.44,2.33,1120,6,2021,1,25,2021,3,4,0.075,38,1,7
74.58,15.42,85.83,4.17,2000,24,2021,1,25,2021,3,4,0.075,38,1,7
11.7,3.85,14.51,1.04,500,36,2021,1,25,2021,3,4,0.075,38,1,7
14.92,3.08,17.17,0.83,400,24,2021,1,25,2021,3,4,0.075,38,1,7
55.33,5.4,59.27,1.46,700,12,2021,1,25,2021,3,4,0.075,38,1,7
100,0.77,100,0.21,100,1,2021,1,25,2021,3,4,0.075,38,1,7
74.58,15.42,85.83,4.17,2000,24,2021,1,25,2021,3,4,0.075,38,1,7
22.38,4.62,25.75,1.25,600,24,2021,1,25,2021,3,4,0.075,38,1,7
11.19,2.31,12.88,0.62,300,24,2021,1,25,2021,3,4,0.075,38,1,7
12.01,2.48,13.82,0.67,322,24,2021,1,25,2021,3,4,0.075,38,1,7
42.24,8.73,48.61,2.36,1132.61,24,2021,1,25,2021,3,4,0.075,38,1,7
7.46,1.54,8.58,0.42,200,24,2021,1,25,2021,3,4,0.075,38,1,7
23.4,7.71,29.03,2.08,1000,36,2021,1,25,2021,3,4,0.075,38,1,7
100.72,9.82,107.89,2.65,1274.11,12,2021,1,25,2021,3,4,0.075,38,1,7
511.68,49.9,548.09,13.49,6473,12,2021,1,25,2021,3,4,0.075,38,1,7
39.53,3.85,42.34,1.04,500,12,2021,1,25,2021,3,4,0.075,38,1,7
111.88,23.12,128.75,6.25,3000,24,2021,1,25,2021,3,4,0.075,38,1,7
9.55,1.97,10.99,0.53,256,24,2021,1,25,2021,3,4,0.075,38,1,7
10.88,1.64,12.08,0.44,212.5,18,2021,1,25,2021,3,4,0.075,38,1,7
116.99,38.54,145.11,10.42,5000,36,2021,1,25,2021,3,4,0.075,38,1,7
7.83,1.62,9.01,0.44,210,24,2021,1,25,2021,3,4,0.075,38,1,7
74.58,15.42,85.83,4.17,2000,24,2021,1,25,2021,3,4,0.075,38,1,7
18.65,3.85,21.46,1.04,500,24,2021,1,25,2021,3,4,0.075,38,1,7
18.65,3.85,21.46,1.04,500,24,2021,1,25,2021,3,4,0.075,38,1,7
7.02,2.31,8.71,0.62,300,36,2021,1,25,2021,3,4,0.075,38,1,6
24.15,1.88,24.22,1.81,300,12,2021,1,30,2021,2,28,0.075,29,1,6
16.46,2.65,16.54,2.57,424.57,24,2021,1,30,2021,2,28,0.075,29,1,6
74.57,18.75,75.19,18.13,3000,36,2021,1,30,2021,2,28,0.075,29,1,6
19.37,3.13,19.48,3.02,500,24,2021,1,30,2021,2,28,0.075,29,1,6
177.79,13.8,178.25,13.34,2208.31,12,2021,1,30,2021,2,28,0.075,29,1,6
185.16,14.38,185.64,13.9,2300,12,2021,1,30,2021,2,28,0.075,29,1,6
56.19,9.06,56.49,8.76,1450,24,2021,1,30,2021,2,28,0.075,29,1,6
3300,20.63,3300,19.94,3300,1,2021,1,30,2021,2,28,0.075,29,1,6
12.42,3.13,12.53,3.02,500,36,2021,1,30,2021,2,28,0.075,29,1,6
21.31,3.44,21.43,3.32,550,24,2021,1,30,2021,2,28,0.075,29,1,6
8.68,1.4,8.73,1.35,224,24,2021,1,30,2021,2,28,0.075,29,1,6
265.01,5,265.18,4.83,800,3,2021,1,30,2021,2,28,0.075,29,1,6
54.25,8.75,54.54,8.46,1400,24,2021,1,30,2021,2,28,0.075,29,1,6
64.41,5,64.58,4.83,800,12,2021,1,30,2021,2,28,0.075,29,1,6
331.26,6.25,331.47,6.04,1000,3,2021,1,30,2021,2,28,0.075,29,1,6
20.15,3.25,20.26,3.14,520,24,2021,1,30,2021,2,28,0.075,29,1,6
77.5,12.5,77.92,12.08,2000,24,2021,1,30,2021,2,28,0.075,29,1,6
25.81,4.16,25.95,4.02,666,24,2021,1,30,2021,2,28,0.075,29,1,6
40.3,6.5,40.52,6.28,1040,24,2021,1,30,2021,2,28,0.075,29,1,6
32.31,8.13,32.59,7.85,1300,36,2021,1,30,2021,2,28,0.075,29,1,6
5000,31.25,5000,30.21,5000,1,2021,1,30,2021,2,28,0.075,29,1,6
695.64,13.13,696.08,12.69,2100,3,2021,1,30,2021,2,28,0.075,29,1,6
56.03,4.35,56.17,4.21,696,12,2021,1,30,2021,2,28,0.075,29,1,6
82.04,3.13,82.15,3.02,500,6,2021,1,30,2021,2,28,0.075,29,1,6
2.48,0.63,2.51,0.6,100,36,2021,1,30,2021,2,28,0.075,29,1,6
161.01,12.5,161.43,12.08,2000,12,2021,1,30,2021,2,28,0.075,29,1,6
19.37,3.13,19.48,3.02,500,24,2021,1,30,2021,2,28,0.075,29,1,6
17.71,1.38,17.76,1.33,220,12,2021,1,30,2021,2,28,0.075,29,1,6
31.21,5.03,31.37,4.87,805.41,24,2021,1,30,2021,2,28,0.075,29,1,6
99.37,1.88,99.44,1.81,300,3,2021,1,30,2021,2,28,0.075,29,1,6
25.14,4.05,25.27,3.92,648.65,24,2021,1,30,2021,2,28,0.075,29,1,6
11.24,1.81,11.3,1.75,290,24,2021,1,30,2021,2,28,0.075,29,1,6
246.19,19.11,246.82,18.48,3058,12,2021,1,30,2021,2,28,0.075,29,1,6
500,3.13,500,3.02,500,1,2021,1,30,2021,2,28,0.075,29,1,6
27.43,3.26,27.54,3.15,521,18,2021,1,30,2021,2,28,0.075,29,1,6
19.88,5,20.05,4.83,800,36,2021,1,30,2021,2,28,0.075,29,1,6
25.14,4.05,25.27,3.92,648.65,24,2021,1,30,2021,2,28,0.075,29,1,6
322.03,25,322.86,24.17,4000,12,2021,1,30,2021,2,28,0.075,29,1,6
12.42,3.13,12.53,3.02,500,36,2021,1,30,2021,2,28,0.075,29,1,6
10.46,1.69,10.52,1.63,270,24,2021,1,30,2021,2,28,0.075,29,1,6
72.45,5.63,72.64,5.44,900,12,2021,1,30,2021,2,28,0.075,29,1,6
14.49,3.64,14.61,3.52,583,36,2021,1,30,2021,2,28,0.075,29,1,6
206.3,51.88,208.03,50.15,8300,36,2021,1,30,2021,2,28,0.075,29,1,6
120.76,9.38,121.08,9.06,1500,12,2021,1,30,2021,2,28,0.075,29,1,6
40.25,3.13,40.36,3.02,500,12,2021,1,30,2021,2,28,0.075,29,1,6
7.45,1.88,7.52,1.81,300,36,2021,1,30,2021,2,28,0.075,29,1,6
193.75,31.25,194.79,30.21,5000,24,2021,1,30,2021,2,28,0.075,29,1,6
11.62,1.88,11.69,1.81,300,24,2021,1,30,2021,2,28,0.075,29,1,6
77.5,12.5,77.92,12.08,2000,24,2021,1,30,2021,2,28,0.075,29,1,6
19.37,3.13,19.48,3.02,500,24,2021,1,30,2021,2,28,0.075,29,1,6
500,3.13,500,3.02,500,1,2021,1,30,2021,2,28,0.075,29,1,6
80.51,6.25,80.72,6.04,1000,12,2021,1,30,2021,2,28,0.075,29,1,6
49.71,12.5,50.13,12.08,2000,36,2021,1,30,2021,2,28,0.075,29,1,6
184.95,14.36,185.43,13.88,2297.29,12,2021,1,30,2021,2,28,0.075,29,1,6
9.3,1.5,9.35,1.45,240,24,2021,1,30,2021,2,28,0.075,29,1,6
205.28,3.87,205.41,3.74,619.69,3,2021,1,30,2021,2,28,0.075,29,1,6
14.66,2.37,14.74,2.29,378.4,24,2021,1,30,2021,2,28,0.075,29,1,6
19.37,3.13,19.48,3.02,500,24,2021,1,30,2021,2,28,0.075,29,1,6
19.84,3.2,19.95,3.09,512,24,2021,1,30,2021,2,28,0.075,29,1,6
80.51,6.25,80.72,6.04,1000,12,2021,1,30,2021,2,28,0.075,29,1,6
4.97,1.25,5.01,1.21,200,36,2021,1,30,2021,2,28,0.075,29,1,6
28.34,2.2,28.41,2.13,352,12,2021,1,30,2021,2,28,0.075,29,1,6
724.57,56.25,726.44,54.38,9000,12,2021,1,30,2021,2,28,0.075,29,1,6
102.05,5.89,102.25,5.69,941.79,9,2021,1,30,2021,2,28,0.075,29,1,6
285.84,71.88,288.24,69.48,11500,36,2021,1,30,2021,2,28,0.075,29,1,6
31,5,31.17,4.83,800,24,2021,1,30,2021,2,28,0.075,29,1,6
523.29,40.63,524.65,39.27,6500,12,2021,1,30,2021,2,28,0.075,29,1,6
500,3.13,500,3.02,500,1,2021,1,30,2021,2,28,0.075,29,1,6
19.37,3.13,19.48,3.02,500,24,2021,1,30,2021,2,28,0.075,29,1,6
662.52,12.5,662.94,12.08,2000,3,2021,1,30,2021,2,28,0.075,29,1,6
500,3.13,500,3.02,500,1,2021,1,30,2021,2,28,0.075,29,1,6
40.25,3.13,40.36,3.02,500,12,2021,1,30,2021,2,28,0.075,29,1,6
15.81,2.55,15.89,2.47,408,24,2021,1,30,2021,2,28,0.075,29,1,6
13.56,2.19,13.64,2.11,350,24,2021,1,30,2021,2,28,0.075,29,1,6
248.56,62.5,250.64,60.42,10000,36,2021,1,30,2021,2,28,0.075,29,1,6
40.25,3.13,40.36,3.02,500,12,2021,1,30,2021,2,28,0.075,29,1,6
29.06,4.69,29.22,4.53,750,24,2021,1,30,2021,2,28,0.075,29,1,6
213.3,8.13,213.58,7.85,1300,6,2021,1,30,2021,2,28,0.075,29,1,6
20.92,3.38,21.04,3.26,540,24,2021,1,30,2021,2,28,0.075,29,1,6
483.04,37.5,484.29,36.25,6000,12,2021,1,30,2021,2,28,0.075,29,1,6
25.08,4.05,25.22,3.91,647.3,24,2021,1,30,2021,2,28,0.075,29,1,6
8.52,1.38,8.57,1.33,220,24,2021,1,30,2021,2,28,0.075,29,1,6
19.37,3.13,19.48,3.02,500,24,2021,1,30,2021,2,28,0.075,29,1,6
12.4,2,12.47,1.93,320,24,2021,1,30,2021,2,28,0.075,29,1,6
4.97,1.25,5.01,1.21,200,36,2021,1,30,2021,2,28,0.075,29,1,6
80.51,6.25,80.72,6.04,1000,12,2021,1,30,2021,2,28,0.075,29,1,6
11.62,1.88,11.69,1.81,300,24,2021,1,30,2021,2,28,0.075,29,1,6
492.24,18.75,492.86,18.13,3000,6,2021,1,30,2021,2,28,0.075,29,1,6
40.25,3.13,40.36,3.02,500,12,2021,1,30,2021,2,28,0.075,29,1,6
24.86,6.25,25.07,6.04,1000,36,2021,1,30,2021,2,28,0.075,29,1,6
38.75,6.25,38.96,6.04,1000,24,2021,1,30,2021,2,28,0.075,29,1,6
344.57,13.13,345.01,12.69,2100,6,2021,1,30,2021,2,28,0.075,29,1,6
662.52,12.5,662.94,12.08,2000,3,2021,1,30,2021,2,28,0.075,29,1,6
80.01,12.91,80.44,12.48,2065,24,2021,1,30,2021,2,28,0.075,29,1,6
193.75,31.25,194.79,30.21,5000,24,2021,1,30,2021,2,28,0.075,29,1,6
4.97,1.25,5.01,1.21,200,36,2021,1,30,2021,2,28,0.075,29,1,6
19.37,3.13,19.48,3.02,500,24,2021,1,30,2021,2,28,0.075,29,1,6
11.53,2.9,11.63,2.8,464,36,2021,1,30,2021,2,28,0.075,29,1,6
96.87,15.63,97.4,15.1,2500,24,2021,1,30,2021,2,28,0.075,29,1,6
88.55,6.88,88.78,6.65,1100,12,2021,1,30,2021,2,28,0.075,29,1,6
4.23,1.06,4.26,1.03,170,36,2021,1,30,2021,2,28,0.075,29,1,6
132.5,2.5,132.58,2.42,400,3,2021,1,30,2021,2,28,0.075,29,1,6
364,2.28,364,2.2,364,1,2021,1,30,2021,2,28,0.075,29,1,6
83.68,3.19,83.79,3.08,510,6,2021,1,30,2021,2,28,0.075,29,1,6
30.61,4.94,30.78,4.77,790,24,2021,1,30,2021,2,28,0.075,29,1,6
400,2.5,400,2.42,400,1,2021,1,30,2021,2,28,0.075,29,1,6
116.25,18.75,116.87,18.13,3000,24,2021,1,30,2021,2,28,0.075,29,1,6
27.12,4.38,27.27,4.23,700,24,2021,1,30,2021,2,28,0.075,29,1,6
193.75,31.25,194.79,30.21,5000,24,2021,1,30,2021,2,28,0.075,29,1,6
27.12,4.38,27.27,4.23,700,24,2021,1,30,2021,2,28,0.075,29,1,6
49.22,1.88,49.29,1.81,300,6,2021,1,30,2021,2,28,0.075,29,1,6
24.86,6.25,25.07,6.04,1000,36,2021,1,30,2021,2,28,0.075,29,1,6
23.25,3.75,23.37,3.63,600,24,2021,1,30,2021,2,28,0.075,29,1,6
16.62,2.68,16.71,2.59,429,24,2021,1,30,2021,2,28,0.075,29,1,6
48.3,3.75,48.42,3.63,600,12,2021,1,30,2021,2,28,0.075,29,1,6
100,0.63,100,0.6,100,1,2021,1,30,2021,2,28,0.075,29,1,6
132.5,2.5,132.58,2.42,400,3,2021,1,30,2021,2,28,0.075,29,1,6
4.63,1.16,4.67,1.12,186,36,2021,1,30,2021,2,28,0.075,29,1,6
9.69,1.56,9.74,1.51,250,24,2021,1,30,2021,2,28,0.075,29,1,6
1279.84,48.75,1281.46,47.13,7800,6,2021,1,30,2021,2,28,0.075,29,1,6
52.66,6.25,52.87,6.04,1000,18,2021,1,30,2021,2,28,0.075,29,1,6
31,5,31.17,4.83,800,24,2021,1,30,2021,2,28,0.075,29,1,6
12.42,3.13,12.53,3.02,500,36,2021,1,30,2021,2,28,0.075,29,1,6
40.25,3.13,40.36,3.02,500,12,2021,1,30,2021,2,28,0.075,29,1,6
22.09,3.56,22.21,3.44,570,24,2021,1,30,2021,2,28,0.075,29,1,6
285.84,71.88,288.24,69.48,11500,36,2021,1,30,2021,2,28,0.075,29,1,6
76.38,2.91,76.48,2.81,465.5,6,2021,1,30,2021,2,28,0.075,29,1,6
186.05,14.44,186.53,13.96,2310.9,12,2021,1,30,2021,2,28,0.075,29,1,6
10.26,1.66,10.32,1.6,265,24,2021,1,30,2021,2,28,0.075,29,1,6
42.35,6.83,42.58,6.6,1093,24,2021,1,30,2021,2,28,0.075,29,1,6
900,5.63,900,5.44,900,1,2021,1,30,2021,2,28,0.075,29,1,6
10.43,1.68,10.48,1.63,269.1,24,2021,1,30,2021,2,28,0.075,29,1,6
57.2,9.23,57.51,8.92,1476.32,24,2021,1,30,2021,2,28,0.075,29,1,6
302.25,48.75,303.87,47.13,7800,24,2021,1,30,2021,2,28,0.075,29,1,6
218.73,55,220.56,53.17,8800,36,2021,1,30,2021,2,28,0.075,29,1,6
500,3.13,500,3.02,500,1,2021,1,30,2021,2,28,0.075,29,1,6
26.77,6.73,26.99,6.51,1077,36,2021,1,30,2021,2,28,0.075,29,1,6
41.06,3.19,41.17,3.08,510,12,2021,1,30,2021,2,28,0.075,29,1,6
67.57,1.28,67.62,1.23,204,3,2021,1,30,2021,2,28,0.075,29,1,6
1000,6.25,1000,6.04,1000,1,2021,1,30,2021,2,28,0.075,29,1,6
46.5,7.5,46.75,7.25,1200,24,2021,1,30,2021,2,28,0.075,29,1,6
1300,8.13,1300,7.85,1300,1,2021,1,30,2021,2,28,0.075,29,1,6
9.3,1.5,9.35,1.45,240,24,2021,1,30,2021,2,28,0.075,29,1,6
590.69,22.5,591.44,21.75,3600,6,2021,1,30,2021,2,28,0.075,29,1,6
43.96,3.41,44.07,3.3,546,12,2021,1,30,2021,2,28,0.075,29,1,6
663.47,25.27,664.31,24.43,4043.5,6,2021,1,30,2021,2,28,0.075,29,1,6
1325.03,25,1325.86,24.17,4000,3,2021,1,30,2021,2,28,0.075,29,1,6
483.04,37.5,484.29,36.25,6000,12,2021,1,30,2021,2,28,0.075,29,1,6
100.04,1.89,100.11,1.82,302,3,2021,1,30,2021,2,28,0.075,29,1,6
12.71,2.05,12.78,1.98,328,24,2021,1,30,2021,2,28,0.075,29,1,6
